index,cell_type,category,target_cell_type,general_cell_type,parental_cell_type,donor_tissue,CellType,Treatment,progenitor cell type,Comment,SRR_accession,QC_summary,SRX_accession,SRS_accession,SRP_accession,GSE_accession,Sample_name,Library_name,SampleName,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
253,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,"H9, cultured in tt2iLGo with Rho-associated protein kinase (ROCK) inhibitor (Y-27632); ROCK inhibition enables maintenance of stem cell phenotype",ERR1924227,"WARN(3,4,6)",ERX1981954,ERS1662511,ERP022538,SAMEA103973343,,cR_H9_plusY_R3_s,SAMEA103973343,2017-08-10 17:53:16,2017-08-22 13:12:10,47346909,2367345450,0,50,838,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924227/ERR1924227.1,cR_H9_plusY_R3_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662511,SAMEA103973343,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,CA5DC7D32A66DF6B5623FDC49EEF074B,9CEEB5B7EBD856ED90D71A5B818FA8A4
254,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,Shef6 hESCs carrying the PB-EOS reporter (S6EOS cells); PB-EOS reporter is upregulated during transgene-induced resetting and visible expression is maintained in na•ve-like cells; feeder free on laminin,ERR1924228,"WARN(4,6)",ERX1981955,ERS1662512,ERP022538,SAMEA103973344,,cR_S6EOS_laminin_R1_s,SAMEA103973344,2017-08-10 17:53:16,2017-08-22 13:10:57,72908163,3645408150,0,50,1181,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924228/ERR1924228.1,cR_S6EOS_laminin_R1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662512,SAMEA103973344,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,0D9DEE845D6CA686348FDD135F8FF93B,626F9A4ED850F46329D012D99411F069
255,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,Shef6 hESCs carrying the PB-EOS reporter (S6EOS cells); PB-EOS reporter is upregulated during transgene-induced resetting and visible expression is maintained in na•ve-like cells; feeder free on laminin,ERR1924229,"WARN(4,6)",ERX1981956,ERS1662513,ERP022538,SAMEA103973345,,cR_S6EOS_laminin_R2_s,SAMEA103973345,2017-08-10 17:53:16,2017-08-22 13:11:51,64803233,3240161650,0,50,1053,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924229/ERR1924229.1,cR_S6EOS_laminin_R2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662513,SAMEA103973345,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,53965AD03A91B40241E7DBA1B995D816,F467D90A1F6594E5148FE31CF45EB32B
256,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,Shef6 hESCs carrying the PB-EOS reporter (S6EOS cells); PB-EOS reporter is upregulated during transgene-induced resetting and visible expression is maintained in na•ve-like cells; feeder free on laminin,ERR1924230,"WARN(4,6)",ERX1981957,ERS1662514,ERP022538,SAMEA103973346,,cR_S6EOS_laminin_R3_s,SAMEA103973346,2017-08-10 17:53:16,2017-08-22 13:12:36,62312645,3115632250,0,50,1017,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924230/ERR1924230.1,cR_S6EOS_laminin_R3_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662514,SAMEA103973346,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,EE5F9E7E0608612B2E13B7866D45B3FC,AE6B61E27A4271A90B882E1D20C28A80
257,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,Shef6 hESCs carrying the PB-EOS reporter (S6EOS cells); PB-EOS reporter is upregulated during transgene-induced resetting and visible expression is maintained in na•ve-like cells,ERR1924233,WARN(4),ERX1981960,ERS1662517,ERP022538,SAMEA103973349,,cR_S6EOS_p18_R3_s,SAMEA103973349,2017-08-10 17:53:16,2017-08-22 13:13:15,39471704,1973585200,0,50,697,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924233/ERR1924233.1,cR_S6EOS_p18_R3_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662517,SAMEA103973349,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,5341069A7E67837B6413B1B35BAF1D30,359AA861A6AD3ABC35950BE8C3B26623
258,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,Shef6 hESCs carrying the PB-EOS reporter (S6EOS cells); PB-EOS reporter is upregulated during transgene-induced resetting and visible expression is maintained in na•ve-like cells,ERR1924234,"WARN(4,6)",ERX1981961,ERS1662518,ERP022538,SAMEA103973350,,cR_S6EOS_p26_R1_s,SAMEA103973350,2017-08-10 17:53:16,2017-08-22 13:14:24,49057322,2452866100,0,50,865,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924234/ERR1924234.1,cR_S6EOS_p26_R1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662518,SAMEA103973350,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,3B8A9B89C7942EE5812BFF98C56AFDAB,3F189E6FC0F02620ADF292DA3D7FE248
259,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,Shef6 hESCs carrying the PB-EOS reporter (S6EOS cells); PB-EOS reporter is upregulated during transgene-induced resetting and visible expression is maintained in na•ve-like cells,ERR1924235,"WARN(4,6)",ERX1981962,ERS1662519,ERP022538,SAMEA103973351,,cR_S6EOS_p26_R2_s,SAMEA103973351,2017-08-10 17:53:16,2017-08-22 13:14:55,42715928,2135796400,0,50,755,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924235/ERR1924235.1,cR_S6EOS_p26_R2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662519,SAMEA103973351,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,14421DC53C3E5C2B095D8425FD846C8F,901967E7EBCCA6EB89CFFC73F3E7DCB4
260,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,Shef6 hESCs carrying the PB-EOS reporter (S6EOS cells); PB-EOS reporter is upregulated during transgene-induced resetting and visible expression is maintained in na•ve-like cells,ERR1924236,"WARN(4,6)",ERX1981963,ERS1662520,ERP022538,SAMEA103973352,,cR_S6EOS_p26_R3_s,SAMEA103973352,2017-08-10 17:53:16,2017-08-22 13:13:47,40810719,2040535950,0,50,721,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924236/ERR1924236.1,cR_S6EOS_p26_R3_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662520,SAMEA103973352,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,01F2FD2D67E4CDED0865D427A8A5D4BB,C5894B4B110C9BB3CB5044A68741ADE9
261,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,HNES1; HNES1 cells that had been ?primed' by transfer into KSR/FGF for more than ten passages.,ERR1924238,"WARN(4,6)",ERX1981965,ERS1662522,ERP022538,SAMEA103973354,,HNES1_KSR_R2_s,SAMEA103973354,2017-08-10 17:53:16,2017-08-22 13:15:45,43742093,2187104650,0,50,773,,https://sra-download.ncbi.nlm.nih.gov/traces/era9/ERR/ERR1924/ERR1924238,HNES1_KSR_R2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662522,SAMEA103973354,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,98BF34F0572426D6EBBF15DC554636A8,F065515DF61B8C2409A6FA048B166A86
262,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,HNES1 feeder free on laminin,ERR1924240,WARN(4),ERX1981967,ERS1662524,ERP022538,SAMEA103973356,,HNES1_laminin_R1_s,SAMEA103973356,2017-08-10 17:53:16,2017-08-22 13:17:10,70566964,3528348200,0,50,1147,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR1924/ERR1924240,HNES1_laminin_R1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662524,SAMEA103973356,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,F2B394B011CF177BAE4420F4D502DF68,57055AFD277C7B83943EA8AD16C7E8FB
263,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,HNES1 feeder free on laminin,ERR1924241,WARN(4),ERX1981968,ERS1662525,ERP022538,SAMEA103973357,,HNES1_laminin_R2_s,SAMEA103973357,2017-08-10 17:53:16,2017-08-22 13:15:44,66444273,3322213650,0,50,1082,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR1924/ERR1924241,HNES1_laminin_R2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662525,SAMEA103973357,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,A7C10F676F83D19FE94C525727B9639B,F4AFA661A678BC7AB3EC8F6D0B13EC4A
264,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,HNES1 feeder free on laminin,ERR1924242,WARN(4),ERX1981969,ERS1662526,ERP022538,SAMEA103973358,,HNES1_laminin_R3_s,SAMEA103973358,2017-08-10 17:53:16,2017-08-22 13:16:37,59734835,2986741750,0,50,973,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924242/ERR1924242.1,HNES1_laminin_R3_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662526,SAMEA103973358,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,ADD066FDA110C48211C390F599B6244C,CA649682BA72D1C39B4340E49764FDE9
265,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,HNES1 (embryo-derived naive stem cell line),ERR1924243,"WARN(3,4,6)",ERX1981970,ERS1662528,ERP022538,SAMEA103973360,,HNES1_R1_s,SAMEA103973360,2017-08-10 17:53:16,2017-08-22 13:16:30,42778865,2138943250,0,50,757,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924243/ERR1924243.1,HNES1_R1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662528,SAMEA103973360,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,A1B9378AA68886DF6E5492200A77726D,626F2BCACE7FB92152AFCA95F733738C
266,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,HNES1 (embryo-derived naive stem cell line),ERR1924244,"WARN(3,4,6)",ERX1981971,ERS1662529,ERP022538,SAMEA103973361,,HNES1_R2_s,SAMEA103973361,2017-08-10 17:53:16,2017-08-22 13:17:14,51437759,2571887950,0,50,906,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924244/ERR1924244.1,HNES1_R2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662529,SAMEA103973361,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,D225F455669E0047D92D28937A4B5AEA,B58673DD7D676B8EB8F2A5353AE32ACD
267,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,HNES1 (embryo-derived naive stem cell line),ERR1924245,"WARN(3,4,6)",ERX1981972,ERS1662530,ERP022538,SAMEA103973362,,HNES1_R3_s,SAMEA103973362,2017-08-10 17:53:16,2017-08-22 13:18:01,51005889,2550294450,0,50,897,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924245/ERR1924245.1,HNES1_R3_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662530,SAMEA103973362,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,CB5BE2DE93E9C9AE3F8FAB3DA8D7748F,1A3380F50FA9E644C4A04D968D61EA3B
268,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,Shef6 hESCs carrying the PB-EOS reporter (S6EOS cells); PB-EOS reporter is upregulated during transgene-induced resetting and visible expression is maintained in na•ve-like cells,ERR1924246,"WARN(4,6)",ERX1981973,ERS1662531,ERP022538,SAMEA103973363,,S6EOS_R1_s,SAMEA103973363,2017-08-10 17:53:16,2017-08-22 13:17:55,38258845,1912942250,0,50,675,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924246/ERR1924246.1,S6EOS_R1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662531,SAMEA103973363,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,D17C871DCA9B577CDEF3E1D9382A59E7,62C982606C3DFD112FA4105C345FA4D2
269,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,Shef6 hESCs carrying the PB-EOS reporter (S6EOS cells); PB-EOS reporter is upregulated during transgene-induced resetting and visible expression is maintained in na•ve-like cells,ERR1924247,"WARN(4,6)",ERX1981974,ERS1662532,ERP022538,SAMEA103973364,,S6EOS_R2_s,SAMEA103973364,2017-08-10 17:53:16,2017-08-22 13:17:52,33515945,1675797250,0,50,596,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924247/ERR1924247.1,S6EOS_R2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662532,SAMEA103973364,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,F1112E1B76BC41178803454EDA6E51B5,804FB5698E8B4F1530A3081A0E4D47FF
270,naive ESC,standard,NA,naive ESC,NA,,naive ESC,untreated,ESC,Shef6 hESCs carrying the PB-EOS reporter (S6EOS cells); PB-EOS reporter is upregulated during transgene-induced resetting and visible expression is maintained in na•ve-like cells,ERR1924248,"WARN(4,6)",ERX1981975,ERS1662533,ERP022538,SAMEA103973365,,S6EOS_R3_s,SAMEA103973365,2017-08-10 17:53:16,2017-08-22 13:18:21,32929757,1646487850,0,50,581,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR1924248/ERR1924248.1,S6EOS_R3_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP022538,PRJEB20388,NA,397699,ERS1662533,SAMEA103973365,simple,9606,Homo sapiens,,,,,,,no,,,,,CRUK-CI,ERA879807,,public,676AA7F1431A9575C34BEC8F8B36B708,9E2267AA2DFF8F5A3275FBB26845BACC
271,IPS,standard,NA,IPS,lymphocyte,lymphocyte,IPS,untreated,B-Lymphocyte,reprogrammed from source cell line GM19101,ERR2365247,PASS,ERX2413558,ERS2267555,ERP107276,SAMEA104666172,,iPSC-1_s,SAMEA104666172,2018-07-12 08:00:28,2018-07-18 07:04:04,56439010,2821950500,0,50,932,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2365/ERR2365247,iPSC-1_s,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP107276,PRJEB25366,NA,480827,ERS2267555,SAMEA104666172,simple,9606,Homo sapiens,,,,,male,,no,,,,,Lindsey Montefiori,ERA1238104,,public,63AA64066CFDF6254C1C6442F996ACF1,DF6EB1E8004BDFFFDD32726B3A74AFDC
272,IPS,standard,NA,IPS,lymphocyte,lymphocyte,IPS,untreated,B-Lymphocyte,reprogrammed from source cell line GM19101,ERR2365248,PASS,ERX2413559,ERS2267556,ERP107276,SAMEA104666173,,iPSC-2_s,SAMEA104666173,2018-07-12 08:00:28,2018-07-18 07:05:15,50226748,2511337400,0,50,828,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2365/ERR2365248,iPSC-2_s,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP107276,PRJEB25366,NA,480827,ERS2267556,SAMEA104666173,simple,9606,Homo sapiens,,,,,male,,no,,,,,Lindsey Montefiori,ERA1238104,,public,39CE44238C4810B0799DF1113E55BB05,61463EC56FE015AD0EFB1E1610092A24
273,IPS,standard,NA,IPS,lymphocyte,lymphocyte,IPS,untreated,B-Lymphocyte,reprogrammed from source cell line GM19101,ERR2365249,PASS,ERX2413560,ERS2267557,ERP107276,SAMEA104666174,,iPSC-3_s,SAMEA104666174,2018-07-12 08:00:28,2018-07-18 07:06:08,37675301,1883765050,0,50,621,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR2365/ERR2365249,iPSC-3_s,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP107276,PRJEB25366,NA,480827,ERS2267557,SAMEA104666174,simple,9606,Homo sapiens,,,,,male,,no,,,,,Lindsey Montefiori,ERA1238104,,public,3D407EF8535D7F9CD2236C943A38F5DB,4EF77C857F383DDA5F575CEA4DF1E6EF
274,IPS,standard,NA,IPS,lymphocyte,lymphocyte,IPS,untreated,lymphocyte,reprogrammed from lymphocyte,SRR1198658,PASS,SRX495153,SRS577367,SRP040275,iPSC_1,,,iPSC_1,2015-03-18 00:00:00,2014-03-21 09:02:34,19901666,3905235599,18764033,196,1606,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1198658/SRR1198658.1,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,100,0,ILLUMINA,Illumina HiSeq 2500,SRP040275,PRJNA242196,NA,242196,SRS577367,SAMN02691699,simple,9606,Homo sapiens,,,,,Unknown,,no,,,,,RUTGERS UNIVERSITY,SRA146750,,public,24AF204FD50ECAB41AB02FB9EFAE7301,EA97BFB318BB4B4F91AD9638D985CA6A
275,IPS,standard,NA,IPS,lymphocyte,lymphocyte,IPS,untreated,lymphocyte,reprogrammed from lymphocyte,SRR1198659,"WARN(1,5,7,8)",SRX495155,SRS577368,SRP040275,iPSC_2,,,iPSC_2,2015-03-18 00:00:00,2014-03-18 18:41:58,19707021,3868903475,18598954,196,1569,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1198659/SRR1198659.1,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,100,0,ILLUMINA,Illumina HiSeq 2500,SRP040275,PRJNA242196,NA,242196,SRS577368,SAMN02691700,simple,9606,Homo sapiens,,,,,Unknown,,no,,,,,RUTGERS UNIVERSITY,SRA146750,,public,BF12288874DB842BF70FE79884C274C3,767E60A73CCEDD42724F0D3835D9603C
276,IPS,standard,NA,IPS,lymphocyte,lymphocyte,IPS,untreated,lymphocyte,reprogrammed from lymphocyte,SRR1198660,PASS,SRX495156,SRS577369,SRP040275,iPSC_3,,,iPSC_3,2015-03-18 00:00:00,2014-03-21 08:59:34,18000757,3533293807,16982350,196,1436,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1198660/SRR1198660.1,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,100,0,ILLUMINA,Illumina HiSeq 2500,SRP040275,PRJNA242196,NA,242196,SRS577369,SAMN02691701,simple,9606,Homo sapiens,,,,,Unknown,,no,,,,,RUTGERS UNIVERSITY,SRA146750,,public,75CE65644313B0CE8A97C4CD457E6B21,F98465D72ACFCC0D579892A92468BF90
277,IPS,standard,NA,IPS,lymphocyte,lymphocyte,IPS,untreated,lymphocyte,reprogrammed from lymphocyte,SRR1200250,PASS,SRX495152,SRS577366,SRP040275,iPSC_0,,,iPSC_0,2015-03-18 00:00:00,2014-03-19 20:01:14,18440825,3620985744,17410519,196,1475,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1200250/SRR1200250.1,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,100,0,ILLUMINA,Illumina HiSeq 2500,SRP040275,PRJNA242196,NA,242196,SRS577366,SAMN02691698,simple,9606,Homo sapiens,,,,,Unknown,,no,,,,,RUTGERS UNIVERSITY,SRA146750,,public,E45920A20B2BDCD9DED253E13A91B833,7735DF8D6BC8C6E5284F9E817786CACB
278,IPS,standard,NA,IPS,URI,URI,IPS,untreated,urine cells,reprogrammed from urine cells (renal tubular cells),SRR1264499,PASS,SRX528273,SRS598127,SRP041475,Transcriptome of  iPSCs,,,Transcriptome of  iPSCs,2015-07-22 17:09:54,2015-11-29 19:37:50,26021874,4683937320,26021874,180,3107,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1264499/SRR1264499.2,,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041475,PRJNA245476,NA,245476,SRS598127,SAMN02737879,simple,9606,Homo sapiens,,,,,female,,no,,,,,JINAN UNIVERSITY,SRA160035,,public,E8364531D1549148351F578080B177D8,B33541F21246BF7711022FC00DEA5F7C
279,IPS,standard,NA,IPS,URI,URI,IPS,untreated,urine cells,reprogrammed from urine cells (renal tubular cells); Alport Syndrome patient; PMID:30483741,SRR1264501,PASS,SRX528271,SRS598126,SRP041474,Transcriptome of AS iPSCs,,,Transcriptome of AS iPSCs,2015-07-22 17:09:50,2015-12-29 11:55:05,27551343,4959241740,27551343,180,3063,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR1264501/SRR1264501.2,,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP041474,PRJNA245475,NA,245475,SRS598126,SAMN02737878,simple,9606,Homo sapiens,,,,,female,,no,,,,,JINAN UNIVERSITY,SRA160035,,public,475985C375C0FA947D4CE0A23E10B596,56D6DC55A16577BAA7C3BA8998178525
280,IPS,standard,NA,IPS,lymphocyte,lymphocyte,IPS,untreated,immortalized lymphoblastoid cell line,PMID: 27554056:source_cell:EBV-immortalized B-lymphocyte cell lines,SRR1564407,PASS,SRX691516,SRS693808,SRP046066,Human iPSCs derived from a human immortalized lymphoblastoid cell line,,HI,Human iPSCs derived from a human immortalized lymphoblastoid cell line,2015-09-03 22:41:14,2014-09-04 22:07:01,25554912,3858791712,0,151,2282,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1564407/SRR1564407.1,HI,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP046066,PRJNA260224,NA,260224,SRS693808,SAMN03018661,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,CHUNG-ANG UNIVERSITY,SRA181227,,public,9A22EF0CF1119CF9935EAC9DD06151B9,25F02C4DE2C701B8E1C63FC01CD65C01
281,IPS,standard,NA,IPS,lymphocyte,lymphocyte,IPS,untreated,immortalized lymphoblastoid cell line,PMID: 27554056:source_cell:EBV-immortalized B-lymphocyte cell lines,SRR1564408,PASS,SRX691516,SRS693808,SRP046066,Human iPSCs derived from a human immortalized lymphoblastoid cell line,,HI,Human iPSCs derived from a human immortalized lymphoblastoid cell line,2015-09-03 22:41:14,2014-09-04 22:06:46,25554912,3858791712,0,151,2332,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1564408/SRR1564408.1,HI,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP046066,PRJNA260224,NA,260224,SRS693808,SAMN03018661,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,CHUNG-ANG UNIVERSITY,SRA181227,,public,C671DB8C640C2E6830AF29E06FC25A64,DCAEB9175EB7F90E80761270A18120F3
282,IPS,standard,NA,IPS,lymphocyte,lymphocyte,IPS,untreated,immortalized lymphoblastoid cell line,PMID: 27554056:source_cell:EBV-immortalized B-lymphocyte cell lines,SRR1564414,PASS,SRX691525,SRS693808,SRP046066,Human iPSCs derived from a human immortalized lymphoblastoid cell line,,HI,Human iPSCs derived from a human immortalized lymphoblastoid cell line,2015-09-03 22:41:14,2014-09-05 16:05:30,66713623,10007043450,0,150,6064,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1564414/SRR1564414.1,HI,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP046066,PRJNA260224,NA,260224,SRS693808,SAMN03018661,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,CHUNG-ANG UNIVERSITY,SRA181227,,public,D5DEB055308B644A0AE82B3F6E0FE7CE,4DF5309F70C8679E217CF48880038A08
